date,region,resident,nonresident,total
2020-03-10,Northern,0,0,0
2020-03-11,Northern,0,0,0
2020-03-12,Northern,0,0,0
2020-03-13,Northern,0,0,0
2020-03-14,Northern,0,0,0
2020-03-15,Northern,0,0,0
2020-03-16,Northern,0,0,0
2020-03-17,Northern,0,0,0
2020-03-18,Northern,0,0,0
2020-03-19,Northern,0,0,0
2020-03-20,Northern,0,0,0
2020-03-21,Northern,0,0,0
2020-03-22,Northern,0,0,0
2020-03-23,Northern,0,0,0
2020-03-24,Northern,0,0,0
2020-03-25,Northern,0,0,0
2020-03-26,Northern,0,0,0
2020-03-27,Northern,0,0,0
2020-03-28,Northern,0,0,0
2020-03-29,Northern,0,0,0
2020-03-30,Northern,0,0,0
2020-03-31,Northern,0,0,0
2020-04-01,Northern,0,0,0
2020-04-02,Northern,0,0,0
2020-04-03,Northern,0,0,0
2020-04-04,Northern,0,0,0
2020-04-05,Northern,1,0,1
2020-04-06,Northern,0,0,0
2020-04-07,Northern,0,0,0
2020-04-08,Northern,0,0,0
2020-04-09,Northern,0,0,0
2020-04-10,Northern,0,0,0
2020-04-11,Northern,0,0,0
2020-04-12,Northern,0,0,0
2020-04-13,Northern,0,0,0
2020-04-14,Northern,0,0,0
2020-04-15,Northern,0,0,0
2020-04-16,Northern,0,0,0
2020-04-17,Northern,0,0,0
2020-04-18,Northern,0,0,0
2020-04-19,Northern,0,0,0
2020-04-20,Northern,0,0,0
2020-04-21,Northern,0,0,0
2020-04-23,Northern,0,0,0
2020-04-24,Northern,0,0,0
2020-04-25,Northern,0,0,0
2020-04-26,Northern,0,0,0
2020-04-27,Northern,0,0,0
2020-04-28,Northern,0,0,0
2020-04-29,Northern,0,0,0
2020-04-30,Northern,0,0,0
2020-05-01,Northern,0,0,0
2020-05-02,Northern,0,0,0
2020-05-03,Northern,0,0,0
2020-05-04,Northern,0,0,0
2020-05-06,Northern,0,0,0
2020-05-07,Northern,0,0,0
2020-05-09,Northern,0,0,0
2020-05-10,Northern,0,0,0
2020-05-11,Northern,0,0,0
2020-05-12,Northern,0,0,0
2020-05-13,Northern,0,0,0
2020-05-14,Northern,0,0,0
2020-05-15,Northern,0,0,0
2020-05-16,Northern,0,0,0
2020-05-17,Northern,1,0,1
2020-05-18,Northern,0,0,0
2020-05-19,Northern,1,0,1
2020-05-20,Northern,0,0,0
2020-05-21,Northern,1,0,1
2020-05-22,Northern,2,0,2
2020-05-23,Northern,0,0,0
2020-05-24,Northern,0,0,0
2020-05-25,Northern,0,0,0
2020-05-26,Northern,0,0,0
2020-05-27,Northern,0,0,0
2020-05-28,Northern,0,0,0
2020-05-29,Northern,0,0,0
2020-05-30,Northern,0,0,0
2020-05-31,Northern,0,0,0
2020-06-01,Northern,0,0,0
2020-06-02,Northern,0,0,0
2020-06-03,Northern,1,0,1
2020-06-04,Northern,0,0,0
2020-06-05,Northern,1,0,1
2020-06-06,Northern,0,0,0
2020-06-07,Northern,0,0,0
2020-06-08,Northern,1,0,1
2020-06-09,Northern,0,0,0
2020-06-10,Northern,0,0,0
2020-06-11,Northern,0,0,0
2020-06-12,Northern,1,0,1
2020-06-13,Northern,0,0,0
2020-06-14,Northern,0,0,0
2020-06-15,Northern,0,0,0
2020-06-16,Northern,3,1,4
2020-06-17,Northern,0,0,0
2020-06-18,Northern,0,0,0
2020-06-19,Northern,0,0,0
2020-06-20,Northern,0,0,0
2020-06-21,Northern,0,0,0
2020-06-22,Northern,1,0,1
2020-06-23,Northern,0,0,0
2020-06-24,Northern,1,0,1
2020-06-25,Northern,0,1,1
2020-06-26,Northern,1,0,1
2020-06-27,Northern,0,0,0
2020-06-28,Northern,0,0,0
2020-06-29,Northern,0,0,0
2020-06-30,Northern,2,0,2
2020-07-01,Northern,0,0,0
2020-07-02,Northern,0,0,0
2020-07-03,Northern,0,0,0
2020-07-04,Northern,0,0,0
2020-07-05,Northern,0,0,0
2020-07-06,Northern,2,0,2
2020-07-07,Northern,0,0,0
2020-07-08,Northern,1,0,1
2020-07-09,Northern,2,2,4
2020-07-10,Northern,3,0,3
2020-07-11,Northern,1,0,1
2020-07-12,Northern,0,0,0
2020-07-13,Northern,1,0,1
2020-07-14,Northern,1,0,1
2020-07-15,Northern,1,0,1
2020-07-16,Northern,0,0,0
2020-07-17,Northern,1,0,1
2020-07-18,Northern,1,0,1
2020-07-19,Northern,2,0,2
2020-07-20,Northern,3,0,3
2020-07-21,Northern,5,0,5
2020-07-22,Northern,2,0,2
2020-07-23,Northern,3,0,3
2020-07-24,Northern,4,1,5
2020-07-25,Northern,9,0,9
2020-07-26,Northern,0,0,0
2020-07-27,Northern,2,1,3
2020-07-28,Northern,4,0,4
2020-07-29,Northern,1,0,1
2020-07-30,Northern,2,0,2
2020-07-31,Northern,3,0,3
2020-08-01,Northern,0,0,0
2020-08-02,Northern,1,0,1
2020-08-03,Northern,4,0,4
2020-08-04,Northern,3,0,3
2020-08-05,Northern,1,1,2
2020-08-06,Northern,2,0,2
2020-08-07,Northern,0,0,0
2020-08-08,Northern,3,0,3
2020-08-09,Northern,1,0,1
2020-08-10,Northern,3,2,5
2020-08-11,Northern,5,1,6
2020-08-12,Northern,4,0,4
2020-08-13,Northern,1,0,1
2020-08-14,Northern,6,0,6
2020-08-15,Northern,1,0,1
2020-08-16,Northern,3,0,3
2020-08-17,Northern,5,0,5
2020-08-18,Northern,5,1,6
2020-08-19,Northern,3,0,3
2020-08-20,Northern,4,0,4
2020-08-21,Northern,3,0,3
2020-08-22,Northern,3,0,3
2020-08-23,Northern,0,0,0
2020-08-24,Northern,2,0,2
2020-08-25,Northern,5,0,5
2020-08-26,Northern,5,0,5
2020-08-27,Northern,3,0,3
2020-08-28,Northern,1,0,1
2020-08-29,Northern,1,0,1
2020-08-30,Northern,2,1,3
2020-08-31,Northern,8,0,8
2020-09-01,Northern,4,0,4
2020-09-02,Northern,2,0,2
2020-09-03,Northern,3,1,4
2020-09-04,Northern,6,0,6
2020-09-05,Northern,4,0,4
2020-09-06,Northern,1,0,1
2020-09-07,Northern,2,0,2
2020-09-08,Northern,2,0,2
2020-09-09,Northern,3,0,3
2020-09-10,Northern,2,0,2
2020-09-11,Northern,1,0,1
2020-09-12,Northern,2,1,3
2020-09-13,Northern,4,0,4
2020-09-14,Northern,5,2,7
2020-09-15,Northern,10,0,10
2020-09-16,Northern,7,0,7
2020-09-17,Northern,16,0,16
2020-09-18,Northern,14,0,14
2020-09-19,Northern,8,0,8
2020-09-20,Northern,9,0,9
2020-09-21,Northern,10,0,10
2020-09-22,Northern,8,2,10
2020-09-23,Northern,9,2,11
2020-09-24,Northern,11,0,11
2020-09-25,Northern,9,6,15
2020-09-26,Northern,3,0,3
2020-09-27,Northern,11,0,11
2020-09-28,Northern,15,0,15
2020-09-29,Northern,6,0,6
2020-09-30,Northern,12,0,12
2020-10-01,Northern,15,0,15
2020-10-02,Northern,15,0,15
2020-10-03,Northern,3,0,3
2020-10-04,Northern,4,0,4
2020-10-05,Northern,9,0,9
2020-10-06,Northern,20,0,20
2020-10-07,Northern,7,0,7
2020-10-08,Northern,9,0,9
2020-10-09,Northern,16,0,16
2020-10-10,Northern,6,0,6
2020-10-11,Northern,8,0,8
2020-10-12,Northern,12,0,12
2020-10-13,Northern,28,2,30
2020-10-14,Northern,9,2,11
2020-10-15,Northern,8,0,8
2020-10-16,Northern,7,0,7
2020-10-17,Northern,9,1,10
2020-10-18,Northern,2,0,2
2020-10-19,Northern,8,0,8
2020-10-20,Northern,12,0,12
2020-10-21,Northern,11,1,12
2020-10-22,Northern,12,0,12
2020-10-23,Northern,11,0,11
2020-10-24,Northern,5,0,5
2020-10-25,Northern,8,0,8
2020-10-26,Northern,16,0,16
2020-10-27,Northern,13,0,13
2020-10-28,Northern,11,0,11
2020-10-29,Northern,11,2,13
2020-10-30,Northern,12,0,12
2020-10-31,Northern,8,1,9
2020-11-01,Northern,7,1,8
2020-11-02,Northern,4,1,5
2020-11-03,Northern,7,1,8
2020-11-04,Northern,23,0,23
2020-11-05,Northern,14,0,14
2020-11-06,Northern,15,2,17
2020-11-07,Northern,4,0,4
2020-11-08,Northern,8,0,8
2020-11-09,Northern,13,0,13
2020-11-10,Northern,14,0,14
2020-11-11,Northern,10,1,11
2020-11-12,Northern,7,0,7
2020-11-13,Northern,12,1,13
2020-11-14,Northern,10,0,10
2020-11-15,Northern,4,2,6
2020-11-16,Northern,13,0,13
2020-11-17,Northern,19,0,19
2020-11-18,Northern,17,0,17
2020-11-19,Northern,19,0,19
2020-11-20,Northern,32,0,32
2020-11-21,Northern,13,0,13
2020-11-22,Northern,7,0,7
2020-11-23,Northern,10,1,11
2020-11-24,Northern,6,1,7
2020-11-25,Northern,32,0,32
2020-11-26,Northern,6,0,6
2020-11-27,Northern,15,1,16
2020-11-28,Northern,14,0,14
2020-11-29,Northern,9,1,10
2020-11-30,Northern,27,1,28
2020-12-01,Northern,20,2,22
2020-12-02,Northern,29,0,29
2020-12-03,Northern,31,1,32
2020-12-04,Northern,20,0,20
2020-12-05,Northern,10,0,10
2020-12-06,Northern,15,0,15
2020-12-07,Northern,13,0,13
2020-12-08,Northern,21,0,21
2020-12-09,Northern,12,0,12
2020-12-10,Northern,16,0,16
2020-12-11,Northern,24,0,24
2020-12-12,Northern,10,0,10
2020-12-13,Northern,12,0,12
2020-12-14,Northern,14,0,14
2020-12-15,Northern,11,0,11
2020-12-16,Northern,17,1,18
2020-12-17,Northern,7,1,8
2020-12-18,Northern,12,0,12
2020-12-19,Northern,6,0,6
2020-12-20,Northern,3,0,3
2020-12-21,Northern,6,4,10
2020-12-22,Northern,6,0,6
2020-12-23,Northern,5,0,5
2020-12-24,Northern,3,1,4
2020-12-25,Northern,2,0,2
2020-12-26,Northern,6,0,6
2020-12-27,Northern,5,0,5
2020-12-28,Northern,16,2,18
2020-12-29,Northern,11,0,11
2020-12-30,Northern,13,0,13
2020-12-31,Northern,7,0,7
2021-01-01,Northern,1,0,1
2021-01-02,Northern,11,0,11
2021-01-03,Northern,7,0,7
2021-01-04,Northern,50,1,51
2021-01-05,Northern,55,0,55
2021-01-06,Northern,24,0,24
2021-01-07,Northern,21,0,21
2021-01-08,Northern,12,0,12
2021-01-09,Northern,10,0,10
2021-01-10,Northern,26,0,26
2021-01-11,Northern,6,0,6
2021-01-12,Northern,22,1,23
2021-01-13,Northern,14,0,14
2021-01-14,Northern,11,0,11
2021-01-15,Northern,16,1,17
2021-01-16,Northern,6,1,7
2021-01-17,Northern,0,1,1
2021-01-18,Northern,3,0,3
2021-01-19,Northern,21,0,21
2021-01-20,Northern,7,0,7
2021-01-21,Northern,3,0,3
2021-01-22,Northern,6,0,6
2021-01-23,Northern,3,0,3
2021-01-24,Northern,1,0,1
2021-01-25,Northern,2,0,2
2021-01-26,Northern,1,0,1
2021-01-27,Northern,1,1,2
2021-01-28,Northern,5,1,6
2021-01-29,Northern,2,0,2
2021-01-30,Northern,0,0,0
2021-01-31,Northern,1,0,1
2021-02-01,Northern,3,1,4
2021-02-02,Northern,2,1,3
2021-02-03,Northern,2,2,4
2021-02-04,Northern,2,1,3
2021-02-05,Northern,1,0,1
2021-02-06,Northern,2,0,2
2021-02-07,Northern,1,2,3
2021-02-08,Northern,2,0,2
2021-02-09,Northern,2,0,2
2021-02-10,Northern,4,0,4
2021-02-11,Northern,2,4,6
2021-02-12,Northern,0,0,0
2021-02-13,Northern,0,0,0
2021-02-14,Northern,1,0,1
2021-02-15,Northern,3,0,3
2021-02-16,Northern,0,0,0
2021-02-17,Northern,1,0,1
2021-02-18,Northern,2,1,3
2021-02-19,Northern,1,0,1
2021-02-20,Northern,0,0,0
2021-02-21,Northern,1,0,1
2021-02-22,Northern,1,0,1
2021-02-23,Northern,1,0,1
2021-02-24,Northern,0,0,0
2020-03-03,Southeast,0,0,0
2020-03-04,Southeast,0,0,0
2020-03-05,Southeast,1,0,1
2020-03-06,Southeast,1,0,1
2020-03-07,Southeast,0,0,0
2020-03-08,Southeast,0,0,0
2020-03-10,Southeast,1,0,1
2020-03-11,Southeast,0,0,0
2020-03-12,Southeast,0,0,0
2020-03-13,Southeast,0,0,0
2020-03-14,Southeast,2,0,2
2020-03-15,Southeast,0,0,0
2020-03-16,Southeast,4,0,4
2020-03-17,Southeast,5,0,5
2020-03-18,Southeast,3,0,3
2020-03-19,Southeast,3,0,3
2020-03-20,Southeast,3,0,3
2020-03-21,Southeast,3,0,3
2020-03-22,Southeast,1,0,1
2020-03-23,Southeast,2,0,2
2020-03-24,Southeast,1,0,1
2020-03-25,Southeast,1,0,1
2020-03-26,Southeast,1,0,1
2020-03-27,Southeast,0,0,0
2020-03-28,Southeast,1,0,1
2020-03-29,Southeast,1,0,1
2020-03-30,Southeast,0,0,0
2020-03-31,Southeast,0,0,0
2020-04-01,Southeast,2,0,2
2020-04-02,Southeast,1,0,1
2020-04-03,Southeast,1,0,1
2020-04-04,Southeast,0,0,0
2020-04-05,Southeast,0,0,0
2020-04-06,Southeast,0,0,0
2020-04-07,Southeast,1,0,1
2020-04-08,Southeast,0,0,0
2020-04-09,Southeast,2,0,2
2020-04-10,Southeast,1,0,1
2020-04-11,Southeast,3,0,3
2020-04-12,Southeast,1,0,1
2020-04-13,Southeast,0,0,0
2020-04-14,Southeast,1,0,1
2020-04-15,Southeast,1,0,1
2020-04-16,Southeast,1,0,1
2020-04-17,Southeast,1,0,1
2020-04-18,Southeast,0,0,0
2020-04-19,Southeast,0,0,0
2020-04-20,Southeast,0,0,0
2020-04-21,Southeast,1,0,1
2020-04-23,Southeast,0,0,0
2020-04-24,Southeast,0,0,0
2020-04-25,Southeast,0,0,0
2020-04-26,Southeast,0,0,0
2020-04-27,Southeast,0,0,0
2020-04-28,Southeast,1,0,1
2020-04-29,Southeast,0,0,0
2020-04-30,Southeast,1,0,1
2020-05-01,Southeast,0,0,0
2020-05-02,Southeast,0,0,0
2020-05-03,Southeast,0,0,0
2020-05-04,Southeast,0,0,0
2020-05-06,Southeast,0,0,0
2020-05-07,Southeast,0,0,0
2020-05-09,Southeast,0,0,0
2020-05-10,Southeast,0,0,0
2020-05-11,Southeast,0,0,0
2020-05-12,Southeast,0,0,0
2020-05-13,Southeast,0,0,0
2020-05-14,Southeast,0,0,0
2020-05-15,Southeast,0,0,0
2020-05-16,Southeast,1,0,1
2020-05-17,Southeast,1,0,1
2020-05-18,Southeast,0,0,0
2020-05-19,Southeast,0,1,1
2020-05-20,Southeast,1,0,1
2020-05-21,Southeast,0,0,0
2020-05-22,Southeast,1,0,1
2020-05-23,Southeast,0,0,0
2020-05-24,Southeast,0,0,0
2020-05-25,Southeast,0,0,0
2020-05-26,Southeast,1,0,1
2020-05-27,Southeast,1,0,1
2020-05-28,Southeast,0,0,0
2020-05-29,Southeast,1,0,1
2020-05-30,Southeast,0,0,0
2020-05-31,Southeast,0,0,0
2020-06-01,Southeast,0,1,1
2020-06-02,Southeast,0,0,0
2020-06-03,Southeast,1,0,1
2020-06-04,Southeast,3,1,4
2020-06-05,Southeast,0,0,0
2020-06-06,Southeast,0,1,1
2020-06-07,Southeast,3,2,5
2020-06-08,Southeast,3,0,3
2020-06-09,Southeast,2,2,4
2020-06-10,Southeast,1,2,3
2020-06-11,Southeast,1,1,2
2020-06-12,Southeast,3,1,4
2020-06-13,Southeast,4,0,4
2020-06-14,Southeast,1,0,1
2020-06-15,Southeast,0,0,0
2020-06-16,Southeast,0,3,3
2020-06-17,Southeast,2,0,2
2020-06-18,Southeast,1,0,1
2020-06-19,Southeast,0,0,0
2020-06-20,Southeast,0,1,1
2020-06-21,Southeast,0,4,4
2020-06-22,Southeast,0,4,4
2020-06-23,Southeast,0,1,1
2020-06-24,Southeast,0,1,1
2020-06-25,Southeast,2,1,3
2020-06-26,Southeast,1,0,1
2020-06-27,Southeast,1,0,1
2020-06-28,Southeast,1,0,1
2020-06-29,Southeast,1,4,5
2020-06-30,Southeast,2,0,2
2020-07-01,Southeast,2,0,2
2020-07-02,Southeast,1,2,3
2020-07-03,Southeast,1,0,1
2020-07-04,Southeast,1,0,1
2020-07-05,Southeast,0,0,0
2020-07-06,Southeast,1,1,2
2020-07-07,Southeast,2,2,4
2020-07-08,Southeast,2,2,4
2020-07-09,Southeast,1,0,1
2020-07-10,Southeast,2,1,3
2020-07-11,Southeast,0,2,2
2020-07-12,Southeast,4,4,8
2020-07-13,Southeast,2,4,6
2020-07-14,Southeast,3,2,5
2020-07-15,Southeast,2,27,29
2020-07-16,Southeast,8,5,13
2020-07-17,Southeast,2,0,2
2020-07-18,Southeast,0,0,0
2020-07-19,Southeast,0,1,1
2020-07-20,Southeast,7,0,7
2020-07-21,Southeast,5,2,7
2020-07-22,Southeast,7,12,19
2020-07-23,Southeast,10,2,12
2020-07-24,Southeast,1,0,1
2020-07-25,Southeast,4,2,6
2020-07-26,Southeast,8,1,9
2020-07-27,Southeast,3,4,7
2020-07-28,Southeast,3,1,4
2020-07-29,Southeast,3,0,3
2020-07-30,Southeast,1,4,5
2020-07-31,Southeast,4,4,8
2020-08-01,Southeast,1,1,2
2020-08-02,Southeast,0,1,1
2020-08-03,Southeast,5,1,6
2020-08-04,Southeast,8,1,9
2020-08-05,Southeast,4,1,5
2020-08-06,Southeast,2,3,5
2020-08-07,Southeast,7,2,9
2020-08-08,Southeast,4,1,5
2020-08-09,Southeast,5,0,5
2020-08-10,Southeast,11,9,20
2020-08-11,Southeast,9,1,10
2020-08-12,Southeast,10,2,12
2020-08-13,Southeast,8,4,12
2020-08-14,Southeast,7,0,7
2020-08-15,Southeast,4,1,5
2020-08-16,Southeast,5,0,5
2020-08-17,Southeast,5,1,6
2020-08-18,Southeast,5,0,5
2020-08-19,Southeast,0,0,0
2020-08-20,Southeast,7,0,7
2020-08-21,Southeast,4,0,4
2020-08-22,Southeast,2,0,2
2020-08-23,Southeast,3,0,3
2020-08-24,Southeast,2,3,5
2020-08-25,Southeast,4,0,4
2020-08-26,Southeast,7,0,7
2020-08-27,Southeast,3,0,3
2020-08-28,Southeast,6,0,6
2020-08-29,Southeast,6,0,6
2020-08-30,Southeast,1,0,1
2020-08-31,Southeast,8,1,9
2020-09-01,Southeast,3,0,3
2020-09-02,Southeast,6,0,6
2020-09-03,Southeast,6,1,7
2020-09-04,Southeast,8,0,8
2020-09-05,Southeast,1,0,1
2020-09-06,Southeast,3,0,3
2020-09-07,Southeast,2,0,2
2020-09-08,Southeast,15,0,15
2020-09-09,Southeast,12,0,12
2020-09-10,Southeast,8,0,8
2020-09-11,Southeast,9,1,10
2020-09-12,Southeast,3,0,3
2020-09-13,Southeast,3,0,3
2020-09-14,Southeast,5,0,5
2020-09-15,Southeast,1,0,1
2020-09-16,Southeast,8,0,8
2020-09-17,Southeast,3,0,3
2020-09-18,Southeast,8,0,8
2020-09-19,Southeast,4,0,4
2020-09-20,Southeast,1,0,1
2020-09-21,Southeast,4,0,4
2020-09-22,Southeast,3,0,3
2020-09-23,Southeast,8,0,8
2020-09-24,Southeast,3,0,3
2020-09-25,Southeast,6,0,6
2020-09-26,Southeast,6,0,6
2020-09-27,Southeast,2,0,2
2020-09-28,Southeast,3,0,3
2020-09-29,Southeast,3,0,3
2020-09-30,Southeast,6,0,6
2020-10-01,Southeast,2,1,3
2020-10-02,Southeast,4,0,4
2020-10-03,Southeast,4,0,4
2020-10-04,Southeast,3,0,3
2020-10-05,Southeast,3,0,3
2020-10-06,Southeast,2,1,3
2020-10-07,Southeast,6,1,7
2020-10-08,Southeast,7,0,7
2020-10-09,Southeast,14,0,14
2020-10-10,Southeast,10,0,10
2020-10-11,Southeast,9,0,9
2020-10-12,Southeast,8,0,8
2020-10-13,Southeast,6,0,6
2020-10-14,Southeast,8,0,8
2020-10-15,Southeast,14,0,14
2020-10-16,Southeast,25,0,25
2020-10-17,Southeast,8,0,8
2020-10-18,Southeast,6,0,6
2020-10-19,Southeast,10,0,10
2020-10-20,Southeast,16,1,17
2020-10-21,Southeast,10,0,10
2020-10-22,Southeast,20,0,20
2020-10-23,Southeast,21,1,22
2020-10-24,Southeast,16,0,16
2020-10-25,Southeast,10,0,10
2020-10-26,Southeast,18,0,18
2020-10-27,Southeast,22,1,23
2020-10-28,Southeast,14,0,14
2020-10-29,Southeast,14,0,14
2020-10-30,Southeast,31,0,31
2020-10-31,Southeast,12,0,12
2020-11-01,Southeast,13,0,13
2020-11-02,Southeast,32,0,32
2020-11-03,Southeast,17,0,17
2020-11-04,Southeast,20,0,20
2020-11-05,Southeast,22,0,22
2020-11-06,Southeast,37,1,38
2020-11-07,Southeast,17,0,17
2020-11-08,Southeast,5,1,6
2020-11-09,Southeast,22,1,23
2020-11-10,Southeast,26,0,26
2020-11-11,Southeast,16,0,16
2020-11-12,Southeast,17,0,17
2020-11-13,Southeast,12,0,12
2020-11-14,Southeast,7,0,7
2020-11-15,Southeast,9,0,9
2020-11-16,Southeast,25,0,25
2020-11-17,Southeast,25,0,25
2020-11-18,Southeast,18,0,18
2020-11-19,Southeast,12,0,12
2020-11-20,Southeast,10,0,10
2020-11-21,Southeast,18,0,18
2020-11-22,Southeast,5,1,6
2020-11-23,Southeast,19,0,19
2020-11-24,Southeast,19,0,19
2020-11-25,Southeast,27,0,27
2020-11-26,Southeast,2,0,2
2020-11-27,Southeast,27,0,27
2020-11-28,Southeast,5,0,5
2020-11-29,Southeast,21,0,21
2020-11-30,Southeast,24,1,25
2020-12-01,Southeast,22,0,22
2020-12-02,Southeast,13,1,14
2020-12-03,Southeast,10,0,10
2020-12-04,Southeast,5,0,5
2020-12-05,Southeast,9,1,10
2020-12-06,Southeast,5,0,5
2020-12-07,Southeast,9,0,9
2020-12-08,Southeast,8,1,9
2020-12-09,Southeast,16,0,16
2020-12-10,Southeast,15,1,16
2020-12-11,Southeast,5,0,5
2020-12-12,Southeast,9,0,9
2020-12-13,Southeast,11,0,11
2020-12-14,Southeast,7,0,7
2020-12-15,Southeast,7,0,7
2020-12-16,Southeast,14,0,14
2020-12-17,Southeast,15,0,15
2020-12-18,Southeast,8,0,8
2020-12-19,Southeast,7,0,7
2020-12-20,Southeast,8,2,10
2020-12-21,Southeast,11,0,11
2020-12-22,Southeast,6,0,6
2020-12-23,Southeast,10,2,12
2020-12-24,Southeast,5,0,5
2020-12-25,Southeast,1,0,1
2020-12-26,Southeast,11,1,12
2020-12-27,Southeast,4,0,4
2020-12-28,Southeast,4,3,7
2020-12-29,Southeast,11,1,12
2020-12-30,Southeast,10,0,10
2020-12-31,Southeast,4,0,4
2021-01-01,Southeast,3,0,3
2021-01-02,Southeast,9,2,11
2021-01-03,Southeast,0,0,0
2021-01-04,Southeast,9,0,9
2021-01-05,Southeast,11,0,11
2021-01-06,Southeast,4,1,5
2021-01-07,Southeast,10,0,10
2021-01-08,Southeast,8,1,9
2021-01-09,Southeast,7,0,7
2021-01-10,Southeast,3,0,3
2021-01-11,Southeast,18,1,19
2021-01-12,Southeast,9,0,9
2021-01-13,Southeast,9,0,9
2021-01-14,Southeast,5,0,5
2021-01-15,Southeast,4,1,5
2021-01-16,Southeast,5,0,5
2021-01-17,Southeast,2,0,2
2021-01-18,Southeast,5,0,5
2021-01-19,Southeast,9,0,9
2021-01-20,Southeast,3,0,3
2021-01-21,Southeast,12,0,12
2021-01-22,Southeast,14,0,14
2021-01-23,Southeast,3,0,3
2021-01-24,Southeast,4,0,4
2021-01-25,Southeast,10,0,10
2021-01-26,Southeast,9,0,9
2021-01-27,Southeast,8,0,8
2021-01-28,Southeast,6,0,6
2021-01-29,Southeast,8,2,10
2021-01-30,Southeast,4,0,4
2021-01-31,Southeast,6,0,6
2021-02-01,Southeast,11,0,11
2021-02-02,Southeast,7,0,7
2021-02-03,Southeast,5,0,5
2021-02-04,Southeast,12,0,12
2021-02-05,Southeast,5,0,5
2021-02-06,Southeast,5,0,5
2021-02-07,Southeast,0,0,0
2021-02-08,Southeast,6,1,7
2021-02-09,Southeast,3,0,3
2021-02-10,Southeast,10,0,10
2021-02-11,Southeast,4,0,4
2021-02-12,Southeast,7,0,7
2021-02-13,Southeast,6,0,6
2021-02-14,Southeast,4,0,4
2021-02-15,Southeast,9,1,10
2021-02-16,Southeast,12,0,12
2021-02-17,Southeast,10,1,11
2021-02-18,Southeast,11,0,11
2021-02-19,Southeast,9,0,9
2021-02-20,Southeast,2,0,2
2021-02-21,Southeast,5,0,5
2021-02-22,Southeast,12,0,12
2021-02-23,Southeast,12,0,12
2021-02-24,Southeast,2,0,2
2020-03-03,Southwest,0,0,0
2020-03-04,Southwest,0,0,0
2020-03-05,Southwest,0,0,0
2020-03-06,Southwest,0,0,0
2020-03-07,Southwest,0,0,0
2020-03-08,Southwest,0,0,0
2020-03-10,Southwest,0,0,0
2020-03-11,Southwest,0,0,0
2020-03-12,Southwest,0,0,0
2020-03-13,Southwest,0,0,0
2020-03-14,Southwest,0,0,0
2020-03-15,Southwest,0,0,0
2020-03-16,Southwest,0,0,0
2020-03-17,Southwest,0,0,0
2020-03-18,Southwest,0,0,0
2020-03-19,Southwest,0,0,0
2020-03-20,Southwest,0,0,0
2020-03-21,Southwest,0,0,0
2020-03-22,Southwest,0,0,0
2020-03-23,Southwest,0,0,0
2020-03-24,Southwest,0,0,0
2020-03-25,Southwest,0,0,0
2020-03-26,Southwest,1,0,1
2020-03-27,Southwest,0,0,0
2020-03-28,Southwest,0,0,0
2020-03-29,Southwest,0,0,0
2020-03-30,Southwest,0,0,0
2020-03-31,Southwest,0,0,0
2020-04-01,Southwest,0,0,0
2020-04-02,Southwest,0,0,0
2020-04-03,Southwest,0,0,0
2020-04-04,Southwest,0,0,0
2020-04-05,Southwest,0,0,0
2020-04-06,Southwest,0,0,0
2020-04-07,Southwest,0,0,0
2020-04-08,Southwest,0,0,0
2020-04-09,Southwest,0,0,0
2020-04-10,Southwest,0,0,0
2020-04-11,Southwest,0,0,0
2020-04-12,Southwest,0,0,0
2020-04-13,Southwest,0,0,0
2020-04-14,Southwest,0,0,0
2020-04-15,Southwest,0,0,0
2020-04-16,Southwest,0,0,0
2020-04-17,Southwest,0,0,0
2020-04-18,Southwest,0,0,0
2020-04-19,Southwest,0,0,0
2020-04-20,Southwest,0,0,0
2020-04-21,Southwest,0,0,0
2020-04-23,Southwest,0,0,0
2020-04-24,Southwest,0,0,0
2020-04-25,Southwest,0,0,0
2020-04-26,Southwest,0,0,0
2020-04-27,Southwest,0,0,0
2020-04-28,Southwest,0,0,0
2020-04-29,Southwest,0,0,0
2020-04-30,Southwest,0,0,0
2020-05-01,Southwest,1,0,1
2020-05-02,Southwest,0,0,0
2020-05-03,Southwest,0,0,0
2020-05-04,Southwest,0,0,0
2020-05-06,Southwest,0,0,0
2020-05-07,Southwest,0,0,0
2020-05-09,Southwest,0,0,0
2020-05-10,Southwest,0,0,0
2020-05-11,Southwest,0,0,0
2020-05-12,Southwest,1,0,1
2020-05-13,Southwest,0,1,1
2020-05-14,Southwest,0,0,0
2020-05-15,Southwest,0,0,0
2020-05-16,Southwest,0,0,0
2020-05-17,Southwest,0,0,0
2020-05-18,Southwest,0,0,0
2020-05-19,Southwest,1,0,1
2020-05-20,Southwest,0,0,0
2020-05-21,Southwest,0,0,0
2020-05-22,Southwest,0,0,0
2020-05-23,Southwest,0,0,0
2020-05-24,Southwest,0,0,0
2020-05-25,Southwest,0,0,0
2020-05-26,Southwest,0,0,0
2020-05-27,Southwest,0,0,0
2020-05-28,Southwest,0,1,1
2020-05-29,Southwest,0,1,1
2020-05-30,Southwest,0,0,0
2020-05-31,Southwest,0,0,0
2020-06-01,Southwest,0,0,0
2020-06-02,Southwest,0,0,0
2020-06-03,Southwest,0,2,2
2020-06-04,Southwest,0,1,1
2020-06-05,Southwest,0,1,1
2020-06-06,Southwest,0,0,0
